epoch:0, train_loss:0.0749, val_loss:0.0713, train_F1:0.9345, val_F1:0.9359, train_prec:0.8995, val_prec:0.9084, train_recall:0.9723, val_recall:0.9650, train_auc:0.7927, val_auc:0.8240, train_pr:0.9611, val_pr:0.9685, train_specificity:0.7890, val_specificity:0.7066
epoch:11, train_loss:0.0619, val_loss:0.0639, train_F1:0.9441, val_F1:0.9423, train_prec:0.9143, val_prec:0.9100, train_recall:0.9758, val_recall:0.9769, train_auc:0.8708, val_auc:0.8620, train_pr:0.9781, val_pr:0.9763, train_specificity:0.6642, val_specificity:0.7021
epoch:12, train_loss:0.0617, val_loss:0.0642, train_F1:0.9446, val_F1:0.9426, train_prec:0.9151, val_prec:0.9084, train_recall:0.9761, val_recall:0.9796, train_auc:0.8717, val_auc:0.8594, train_pr:0.9782, val_pr:0.9758, train_specificity:0.6576, val_specificity:0.7178
epoch:13, train_loss:0.0614, val_loss:0.0632, train_F1:0.9442, val_F1:0.9432, train_prec:0.9152, val_prec:0.9142, train_recall:0.9751, val_recall:0.9741, train_auc:0.8733, val_auc:0.8675, train_pr:0.9788, val_pr:0.9776, train_specificity:0.6563, val_specificity:0.6640
epoch:14, train_loss:0.0611, val_loss:0.0642, train_F1:0.9445, val_F1:0.9426, train_prec:0.9154, val_prec:0.9122, train_recall:0.9755, val_recall:0.9751, train_auc:0.8750, val_auc:0.8595, train_pr:0.9790, val_pr:0.9758, train_specificity:0.6549, val_specificity:0.6822
epoch:15, train_loss:0.0610, val_loss:0.0644, train_F1:0.9446, val_F1:0.9411, train_prec:0.9155, val_prec:0.9145, train_recall:0.9757, val_recall:0.9692, train_auc:0.8752, val_auc:0.8588, train_pr:0.9789, val_pr:0.9759, train_specificity:0.6540, val_specificity:0.6583
epoch:16, train_loss:0.0603, val_loss:0.0637, train_F1:0.9451, val_F1:0.9424, train_prec:0.9165, val_prec:0.9164, train_recall:0.9755, val_recall:0.9699, train_auc:0.8799, val_auc:0.8653, train_pr:0.9799, val_pr:0.9768, train_specificity:0.6452, val_specificity:0.6426
epoch:17, train_loss:0.0606, val_loss:0.0640, train_F1:0.9449, val_F1:0.9429, train_prec:0.9168, val_prec:0.9160, train_recall:0.9748, val_recall:0.9714, train_auc:0.8778, val_auc:0.8619, train_pr:0.9794, val_pr:0.9762, train_specificity:0.6423, val_specificity:0.6471
epoch:18, train_loss:0.0604, val_loss:0.0634, train_F1:0.9457, val_F1:0.9430, train_prec:0.9175, val_prec:0.9125, train_recall:0.9758, val_recall:0.9757, train_auc:0.8784, val_auc:0.8649, train_pr:0.9795, val_pr:0.9773, train_specificity:0.6371, val_specificity:0.6798
epoch:19, train_loss:0.0600, val_loss:0.0632, train_F1:0.9457, val_F1:0.9427, train_prec:0.9180, val_prec:0.9154, train_recall:0.9751, val_recall:0.9716, train_auc:0.8816, val_auc:0.8658, train_pr:0.9801, val_pr:0.9771, train_specificity:0.6324, val_specificity:0.6521
epoch:20, train_loss:0.0596, val_loss:0.0634, train_F1:0.9462, val_F1:0.9426, train_prec:0.9182, val_prec:0.9144, train_recall:0.9760, val_recall:0.9726, train_auc:0.8812, val_auc:0.8641, train_pr:0.9800, val_pr:0.9765, train_specificity:0.6313, val_specificity:0.6612
epoch:21, train_loss:0.0597, val_loss:0.0629, train_F1:0.9463, val_F1:0.9438, train_prec:0.9185, val_prec:0.9132, train_recall:0.9759, val_recall:0.9766, train_auc:0.8811, val_auc:0.8650, train_pr:0.9801, val_pr:0.9771, train_specificity:0.6288, val_specificity:0.6744
epoch:22, train_loss:0.0594, val_loss:0.0643, train_F1:0.9462, val_F1:0.9416, train_prec:0.9188, val_prec:0.9126, train_recall:0.9754, val_recall:0.9725, train_auc:0.8832, val_auc:0.8586, train_pr:0.9805, val_pr:0.9753, train_specificity:0.6260, val_specificity:0.6764
epoch:23, train_loss:0.0594, val_loss:0.0635, train_F1:0.9467, val_F1:0.9446, train_prec:0.9193, val_prec:0.9153, train_recall:0.9759, val_recall:0.9759, train_auc:0.8821, val_auc:0.8670, train_pr:0.9804, val_pr:0.9772, train_specificity:0.6225, val_specificity:0.6562
epoch:24, train_loss:0.0594, val_loss:0.0630, train_F1:0.9466, val_F1:0.9426, train_prec:0.9193, val_prec:0.9107, train_recall:0.9755, val_recall:0.9767, train_auc:0.8841, val_auc:0.8668, train_pr:0.9805, val_pr:0.9777, train_specificity:0.6219, val_specificity:0.6955
epoch:25, train_loss:0.0589, val_loss:0.0624, train_F1:0.9468, val_F1:0.9440, train_prec:0.9191, val_prec:0.9166, train_recall:0.9763, val_recall:0.9730, train_auc:0.8853, val_auc:0.8659, train_pr:0.9808, val_pr:0.9773, train_specificity:0.6243, val_specificity:0.6430
epoch:26, train_loss:0.0585, val_loss:0.0625, train_F1:0.9468, val_F1:0.9433, train_prec:0.9198, val_prec:0.9153, train_recall:0.9755, val_recall:0.9732, train_auc:0.8861, val_auc:0.8710, train_pr:0.9810, val_pr:0.9783, train_specificity:0.6181, val_specificity:0.6545
epoch:27, train_loss:0.0581, val_loss:0.0622, train_F1:0.9474, val_F1:0.9434, train_prec:0.9206, val_prec:0.9165, train_recall:0.9759, val_recall:0.9719, train_auc:0.8880, val_auc:0.8698, train_pr:0.9814, val_pr:0.9782, train_specificity:0.6110, val_specificity:0.6430
epoch:28, train_loss:0.0585, val_loss:0.0634, train_F1:0.9466, val_F1:0.9413, train_prec:0.9196, val_prec:0.9220, train_recall:0.9754, val_recall:0.9614, train_auc:0.8872, val_auc:0.8658, train_pr:0.9811, val_pr:0.9773, train_specificity:0.6197, val_specificity:0.5905
epoch:29, train_loss:0.0576, val_loss:0.0620, train_F1:0.9477, val_F1:0.9443, train_prec:0.9213, val_prec:0.9162, train_recall:0.9757, val_recall:0.9742, train_auc:0.8908, val_auc:0.8719, train_pr:0.9819, val_pr:0.9782, train_specificity:0.6050, val_specificity:0.6471
epoch:30, train_loss:0.0579, val_loss:0.0628, train_F1:0.9476, val_F1:0.9434, train_prec:0.9216, val_prec:0.9151, train_recall:0.9751, val_recall:0.9734, train_auc:0.8893, val_auc:0.8674, train_pr:0.9815, val_pr:0.9775, train_specificity:0.6023, val_specificity:0.6558
epoch:31, train_loss:0.0578, val_loss:0.0629, train_F1:0.9475, val_F1:0.9445, train_prec:0.9213, val_prec:0.9181, train_recall:0.9752, val_recall:0.9725, train_auc:0.8906, val_auc:0.8666, train_pr:0.9819, val_pr:0.9770, train_specificity:0.6054, val_specificity:0.6302
epoch:32, train_loss:0.0579, val_loss:0.0624, train_F1:0.9475, val_F1:0.9439, train_prec:0.9204, val_prec:0.9156, train_recall:0.9763, val_recall:0.9741, train_auc:0.8896, val_auc:0.8675, train_pr:0.9817, val_pr:0.9773, train_specificity:0.6131, val_specificity:0.6525
epoch:33, train_loss:0.0578, val_loss:0.0620, train_F1:0.9472, val_F1:0.9444, train_prec:0.9213, val_prec:0.9159, train_recall:0.9745, val_recall:0.9748, train_auc:0.8907, val_auc:0.8708, train_pr:0.9818, val_pr:0.9780, train_specificity:0.6043, val_specificity:0.6504
epoch:34, train_loss:0.0576, val_loss:0.0628, train_F1:0.9482, val_F1:0.9439, train_prec:0.9218, val_prec:0.9160, train_recall:0.9761, val_recall:0.9735, train_auc:0.8916, val_auc:0.8672, train_pr:0.9820, val_pr:0.9774, train_specificity:0.6013, val_specificity:0.6483
epoch:35, train_loss:0.0573, val_loss:0.0632, train_F1:0.9477, val_F1:0.9432, train_prec:0.9212, val_prec:0.9151, train_recall:0.9757, val_recall:0.9731, train_auc:0.8927, val_auc:0.8656, train_pr:0.9821, val_pr:0.9771, train_specificity:0.6058, val_specificity:0.6558
epoch:36, train_loss:0.0570, val_loss:0.0626, train_F1:0.9486, val_F1:0.9443, train_prec:0.9229, val_prec:0.9124, train_recall:0.9759, val_recall:0.9784, train_auc:0.8938, val_auc:0.8697, train_pr:0.9824, val_pr:0.9781, train_specificity:0.5921, val_specificity:0.6822
epoch:37, train_loss:0.0570, val_loss:0.0636, train_F1:0.9488, val_F1:0.9438, train_prec:0.9228, val_prec:0.9157, train_recall:0.9764, val_recall:0.9738, train_auc:0.8951, val_auc:0.8640, train_pr:0.9825, val_pr:0.9768, train_specificity:0.5937, val_specificity:0.6517
epoch:38, train_loss:0.0566, val_loss:0.0623, train_F1:0.9486, val_F1:0.9433, train_prec:0.9235, val_prec:0.9150, train_recall:0.9751, val_recall:0.9734, train_auc:0.8948, val_auc:0.8708, train_pr:0.9825, val_pr:0.9782, train_specificity:0.5867, val_specificity:0.6570
epoch:39, train_loss:0.0567, val_loss:0.0629, train_F1:0.9482, val_F1:0.9436, train_prec:0.9230, val_prec:0.9143, train_recall:0.9750, val_recall:0.9748, train_auc:0.8954, val_auc:0.8693, train_pr:0.9827, val_pr:0.9780, train_specificity:0.5910, val_specificity:0.6640
epoch:40, train_loss:0.0564, val_loss:0.0634, train_F1:0.9489, val_F1:0.9419, train_prec:0.9232, val_prec:0.9200, train_recall:0.9760, val_recall:0.9650, train_auc:0.8960, val_auc:0.8659, train_pr:0.9829, val_pr:0.9773, train_specificity:0.5897, val_specificity:0.6095
epoch:41, train_loss:0.0568, val_loss:0.0626, train_F1:0.9482, val_F1:0.9435, train_prec:0.9225, val_prec:0.9163, train_recall:0.9753, val_recall:0.9724, train_auc:0.8954, val_auc:0.8697, train_pr:0.9828, val_pr:0.9779, train_specificity:0.5949, val_specificity:0.6455
epoch:42, train_loss:0.0564, val_loss:0.0640, train_F1:0.9487, val_F1:0.9427, train_prec:0.9239, val_prec:0.9207, train_recall:0.9748, val_recall:0.9657, train_auc:0.8957, val_auc:0.8653, train_pr:0.9828, val_pr:0.9770, train_specificity:0.5830, val_specificity:0.6041
epoch:43, train_loss:0.0561, val_loss:0.0618, train_F1:0.9488, val_F1:0.9429, train_prec:0.9239, val_prec:0.9175, train_recall:0.9751, val_recall:0.9698, train_auc:0.8977, val_auc:0.8697, train_pr:0.9832, val_pr:0.9775, train_specificity:0.5835, val_specificity:0.6339
epoch:44, train_loss:0.0559, val_loss:0.0626, train_F1:0.9488, val_F1:0.9433, train_prec:0.9234, val_prec:0.9169, train_recall:0.9756, val_recall:0.9713, train_auc:0.8975, val_auc:0.8675, train_pr:0.9830, val_pr:0.9773, train_specificity:0.5876, val_specificity:0.6397
epoch:45, train_loss:0.0561, val_loss:0.0624, train_F1:0.9490, val_F1:0.9431, train_prec:0.9239, val_prec:0.9196, train_recall:0.9755, val_recall:0.9678, train_auc:0.8978, val_auc:0.8706, train_pr:0.9831, val_pr:0.9780, train_specificity:0.5834, val_specificity:0.6145
epoch:46, train_loss:0.0556, val_loss:0.0626, train_F1:0.9500, val_F1:0.9419, train_prec:0.9251, val_prec:0.9217, train_recall:0.9762, val_recall:0.9631, train_auc:0.9007, val_auc:0.8699, train_pr:0.9836, val_pr:0.9778, train_specificity:0.5737, val_specificity:0.5946
epoch:47, train_loss:0.0549, val_loss:0.0622, train_F1:0.9496, val_F1:0.9428, train_prec:0.9246, val_prec:0.9207, train_recall:0.9760, val_recall:0.9661, train_auc:0.9012, val_auc:0.8710, train_pr:0.9838, val_pr:0.9782, train_specificity:0.5777, val_specificity:0.6045
epoch:48, train_loss:0.0554, val_loss:0.0632, train_F1:0.9498, val_F1:0.9439, train_prec:0.9254, val_prec:0.9155, train_recall:0.9755, val_recall:0.9742, train_auc:0.9002, val_auc:0.8666, train_pr:0.9835, val_pr:0.9766, train_specificity:0.5712, val_specificity:0.6533
epoch:49, train_loss:0.0559, val_loss:0.0630, train_F1:0.9496, val_F1:0.9445, train_prec:0.9243, val_prec:0.9168, train_recall:0.9763, val_recall:0.9739, train_auc:0.8988, val_auc:0.8646, train_pr:0.9836, val_pr:0.9767, train_specificity:0.5804, val_specificity:0.6417
epoch:50, train_loss:0.0555, val_loss:0.0623, train_F1:0.9498, val_F1:0.9444, train_prec:0.9252, val_prec:0.9176, train_recall:0.9757, val_recall:0.9729, train_auc:0.9009, val_auc:0.8666, train_pr:0.9836, val_pr:0.9772, train_specificity:0.5730, val_specificity:0.6343
epoch:51, train_loss:0.0558, val_loss:0.0624, train_F1:0.9496, val_F1:0.9432, train_prec:0.9246, val_prec:0.9197, train_recall:0.9759, val_recall:0.9680, train_auc:0.8980, val_auc:0.8691, train_pr:0.9829, val_pr:0.9776, train_specificity:0.5781, val_specificity:0.6140
epoch:52, train_loss:0.0553, val_loss:0.0631, train_F1:0.9499, val_F1:0.9426, train_prec:0.9252, val_prec:0.9157, train_recall:0.9759, val_recall:0.9710, train_auc:0.9016, val_auc:0.8703, train_pr:0.9840, val_pr:0.9780, train_specificity:0.5727, val_specificity:0.6492
epoch:53, train_loss:0.0554, val_loss:0.0627, train_F1:0.9500, val_F1:0.9431, train_prec:0.9253, val_prec:0.9181, train_recall:0.9761, val_recall:0.9695, train_auc:0.9003, val_auc:0.8691, train_pr:0.9834, val_pr:0.9782, train_specificity:0.5725, val_specificity:0.6281
epoch:54, train_loss:0.0553, val_loss:0.0624, train_F1:0.9499, val_F1:0.9445, train_prec:0.9250, val_prec:0.9171, train_recall:0.9762, val_recall:0.9737, train_auc:0.9008, val_auc:0.8689, train_pr:0.9836, val_pr:0.9777, train_specificity:0.5752, val_specificity:0.6397
epoch:55, train_loss:0.0550, val_loss:0.0630, train_F1:0.9502, val_F1:0.9437, train_prec:0.9254, val_prec:0.9174, train_recall:0.9764, val_recall:0.9716, train_auc:0.9022, val_auc:0.8690, train_pr:0.9839, val_pr:0.9779, train_specificity:0.5715, val_specificity:0.6355
epoch:56, train_loss:0.0545, val_loss:0.0627, train_F1:0.9500, val_F1:0.9431, train_prec:0.9259, val_prec:0.9162, train_recall:0.9753, val_recall:0.9716, train_auc:0.9039, val_auc:0.8683, train_pr:0.9843, val_pr:0.9774, train_specificity:0.5665, val_specificity:0.6459
epoch:57, train_loss:0.0550, val_loss:0.0624, train_F1:0.9496, val_F1:0.9436, train_prec:0.9250, val_prec:0.9182, train_recall:0.9756, val_recall:0.9704, train_auc:0.9036, val_auc:0.8708, train_pr:0.9842, val_pr:0.9782, train_specificity:0.5748, val_specificity:0.6281
epoch:58, train_loss:0.0545, val_loss:0.0632, train_F1:0.9503, val_F1:0.9438, train_prec:0.9265, val_prec:0.9129, train_recall:0.9753, val_recall:0.9768, train_auc:0.9036, val_auc:0.8698, train_pr:0.9841, val_pr:0.9776, train_specificity:0.5620, val_specificity:0.6769
epoch:59, train_loss:0.0544, val_loss:0.0636, train_F1:0.9500, val_F1:0.9426, train_prec:0.9257, val_prec:0.9190, train_recall:0.9756, val_recall:0.9675, train_auc:0.9044, val_auc:0.8647, train_pr:0.9845, val_pr:0.9770, train_specificity:0.5686, val_specificity:0.6194
epoch:60, train_loss:0.0545, val_loss:0.0629, train_F1:0.9505, val_F1:0.9421, train_prec:0.9268, val_prec:0.9199, train_recall:0.9755, val_recall:0.9654, train_auc:0.9046, val_auc:0.8681, train_pr:0.9844, val_pr:0.9777, train_specificity:0.5598, val_specificity:0.6103
epoch:61, train_loss:0.0542, val_loss:0.0629, train_F1:0.9510, val_F1:0.9417, train_prec:0.9264, val_prec:0.9177, train_recall:0.9769, val_recall:0.9670, train_auc:0.9050, val_auc:0.8694, train_pr:0.9845, val_pr:0.9777, train_specificity:0.5640, val_specificity:0.6302
epoch:62, train_loss:0.0545, val_loss:0.0623, train_F1:0.9503, val_F1:0.9437, train_prec:0.9265, val_prec:0.9161, train_recall:0.9754, val_recall:0.9729, train_auc:0.9050, val_auc:0.8698, train_pr:0.9845, val_pr:0.9775, train_specificity:0.5622, val_specificity:0.6471
epoch:63, train_loss:0.0542, val_loss:0.0626, train_F1:0.9506, val_F1:0.9431, train_prec:0.9270, val_prec:0.9188, train_recall:0.9755, val_recall:0.9687, train_auc:0.9051, val_auc:0.8681, train_pr:0.9845, val_pr:0.9776, train_specificity:0.5583, val_specificity:0.6219
epoch:64, train_loss:0.0537, val_loss:0.0622, train_F1:0.9518, val_F1:0.9442, train_prec:0.9278, val_prec:0.9185, train_recall:0.9771, val_recall:0.9713, train_auc:0.9071, val_auc:0.8715, train_pr:0.9848, val_pr:0.9783, train_specificity:0.5524, val_specificity:0.6260
epoch:65, train_loss:0.0540, val_loss:0.0632, train_F1:0.9516, val_F1:0.9439, train_prec:0.9278, val_prec:0.9180, train_recall:0.9767, val_recall:0.9714, train_auc:0.9064, val_auc:0.8681, train_pr:0.9847, val_pr:0.9774, train_specificity:0.5518, val_specificity:0.6306
epoch:66, train_loss:0.0541, val_loss:0.0622, train_F1:0.9510, val_F1:0.9427, train_prec:0.9272, val_prec:0.9216, train_recall:0.9759, val_recall:0.9649, train_auc:0.9050, val_auc:0.8698, train_pr:0.9845, val_pr:0.9778, train_specificity:0.5563, val_specificity:0.5967
epoch:67, train_loss:0.0535, val_loss:0.0621, train_F1:0.9512, val_F1:0.9442, train_prec:0.9281, val_prec:0.9174, train_recall:0.9755, val_recall:0.9726, train_auc:0.9075, val_auc:0.8710, train_pr:0.9850, val_pr:0.9780, train_specificity:0.5484, val_specificity:0.6364
epoch:68, train_loss:0.0539, val_loss:0.0617, train_F1:0.9507, val_F1:0.9442, train_prec:0.9272, val_prec:0.9179, train_recall:0.9754, val_recall:0.9720, train_auc:0.9077, val_auc:0.8739, train_pr:0.9850, val_pr:0.9785, train_specificity:0.5563, val_specificity:0.6314
epoch:69, train_loss:0.0537, val_loss:0.0626, train_F1:0.9514, val_F1:0.9430, train_prec:0.9276, val_prec:0.9198, train_recall:0.9764, val_recall:0.9673, train_auc:0.9068, val_auc:0.8678, train_pr:0.9848, val_pr:0.9773, train_specificity:0.5536, val_specificity:0.6124
epoch:70, train_loss:0.0535, val_loss:0.0631, train_F1:0.9510, val_F1:0.9427, train_prec:0.9272, val_prec:0.9172, train_recall:0.9761, val_recall:0.9696, train_auc:0.9087, val_auc:0.8694, train_pr:0.9853, val_pr:0.9779, train_specificity:0.5568, val_specificity:0.6360
epoch:71, train_loss:0.0536, val_loss:0.0628, train_F1:0.9513, val_F1:0.9442, train_prec:0.9275, val_prec:0.9159, train_recall:0.9764, val_recall:0.9743, train_auc:0.9075, val_auc:0.8667, train_pr:0.9850, val_pr:0.9770, train_specificity:0.5545, val_specificity:0.6500
epoch:72, train_loss:0.0532, val_loss:0.0623, train_F1:0.9515, val_F1:0.9435, train_prec:0.9279, val_prec:0.9198, train_recall:0.9764, val_recall:0.9685, train_auc:0.9094, val_auc:0.8699, train_pr:0.9852, val_pr:0.9778, train_specificity:0.5511, val_specificity:0.6136
epoch:73, train_loss:0.0537, val_loss:0.0629, train_F1:0.9517, val_F1:0.9443, train_prec:0.9284, val_prec:0.9187, train_recall:0.9762, val_recall:0.9714, train_auc:0.9069, val_auc:0.8678, train_pr:0.9846, val_pr:0.9771, train_specificity:0.5470, val_specificity:0.6248
epoch:74, train_loss:0.0538, val_loss:0.0633, train_F1:0.9510, val_F1:0.9440, train_prec:0.9277, val_prec:0.9156, train_recall:0.9755, val_recall:0.9742, train_auc:0.9069, val_auc:0.8678, train_pr:0.9847, val_pr:0.9774, train_specificity:0.5523, val_specificity:0.6525
epoch:75, train_loss:0.0535, val_loss:0.0628, train_F1:0.9511, val_F1:0.9434, train_prec:0.9274, val_prec:0.9187, train_recall:0.9761, val_recall:0.9695, train_auc:0.9081, val_auc:0.8689, train_pr:0.9850, val_pr:0.9778, train_specificity:0.5547, val_specificity:0.6231
epoch:76, train_loss:0.0531, val_loss:0.0635, train_F1:0.9514, val_F1:0.9427, train_prec:0.9282, val_prec:0.9167, train_recall:0.9758, val_recall:0.9703, train_auc:0.9097, val_auc:0.8704, train_pr:0.9855, val_pr:0.9779, train_specificity:0.5483, val_specificity:0.6409
epoch:77, train_loss:0.0532, val_loss:0.0627, train_F1:0.9516, val_F1:0.9435, train_prec:0.9283, val_prec:0.9180, train_recall:0.9761, val_recall:0.9705, train_auc:0.9093, val_auc:0.8677, train_pr:0.9852, val_pr:0.9772, train_specificity:0.5474, val_specificity:0.6293
epoch:78, train_loss:0.0530, val_loss:0.0622, train_F1:0.9521, val_F1:0.9419, train_prec:0.9292, val_prec:0.9203, train_recall:0.9761, val_recall:0.9645, train_auc:0.9102, val_auc:0.8727, train_pr:0.9853, val_pr:0.9784, train_specificity:0.5402, val_specificity:0.6070
epoch:79, train_loss:0.0532, val_loss:0.0622, train_F1:0.9515, val_F1:0.9443, train_prec:0.9281, val_prec:0.9197, train_recall:0.9760, val_recall:0.9703, train_auc:0.9093, val_auc:0.8707, train_pr:0.9852, val_pr:0.9778, train_specificity:0.5489, val_specificity:0.6153
epoch:80, train_loss:0.0529, val_loss:0.0617, train_F1:0.9518, val_F1:0.9428, train_prec:0.9284, val_prec:0.9198, train_recall:0.9763, val_recall:0.9670, train_auc:0.9103, val_auc:0.8717, train_pr:0.9854, val_pr:0.9782, train_specificity:0.5468, val_specificity:0.6128
epoch:81, train_loss:0.0531, val_loss:0.0638, train_F1:0.9514, val_F1:0.9428, train_prec:0.9279, val_prec:0.9161, train_recall:0.9762, val_recall:0.9710, train_auc:0.9102, val_auc:0.8624, train_pr:0.9854, val_pr:0.9764, train_specificity:0.5507, val_specificity:0.6463
epoch:82, train_loss:0.0537, val_loss:0.0642, train_F1:0.9514, val_F1:0.9421, train_prec:0.9275, val_prec:0.9185, train_recall:0.9765, val_recall:0.9670, train_auc:0.9083, val_auc:0.8654, train_pr:0.9851, val_pr:0.9771, train_specificity:0.5542, val_specificity:0.6236
epoch:83, train_loss:0.0531, val_loss:0.0628, train_F1:0.9515, val_F1:0.9433, train_prec:0.9283, val_prec:0.9204, train_recall:0.9760, val_recall:0.9675, train_auc:0.9105, val_auc:0.8699, train_pr:0.9854, val_pr:0.9776, train_specificity:0.5476, val_specificity:0.6079
epoch:84, train_loss:0.0529, val_loss:0.0635, train_F1:0.9517, val_F1:0.9436, train_prec:0.9284, val_prec:0.9189, train_recall:0.9762, val_recall:0.9696, train_auc:0.9097, val_auc:0.8676, train_pr:0.9853, val_pr:0.9774, train_specificity:0.5469, val_specificity:0.6219
epoch:85, train_loss:0.0530, val_loss:0.0623, train_F1:0.9518, val_F1:0.9430, train_prec:0.9285, val_prec:0.9214, train_recall:0.9763, val_recall:0.9655, train_auc:0.9102, val_auc:0.8714, train_pr:0.9853, val_pr:0.9781, train_specificity:0.5458, val_specificity:0.5979
epoch:86, train_loss:0.0525, val_loss:0.0625, train_F1:0.9522, val_F1:0.9431, train_prec:0.9290, val_prec:0.9180, train_recall:0.9766, val_recall:0.9697, train_auc:0.9121, val_auc:0.8680, train_pr:0.9857, val_pr:0.9772, train_specificity:0.5420, val_specificity:0.6293
epoch:87, train_loss:0.0528, val_loss:0.0636, train_F1:0.9516, val_F1:0.9435, train_prec:0.9287, val_prec:0.9192, train_recall:0.9756, val_recall:0.9691, train_auc:0.9111, val_auc:0.8680, train_pr:0.9855, val_pr:0.9774, train_specificity:0.5436, val_specificity:0.6190
epoch:88, train_loss:0.0527, val_loss:0.0630, train_F1:0.9518, val_F1:0.9432, train_prec:0.9288, val_prec:0.9200, train_recall:0.9759, val_recall:0.9675, train_auc:0.9103, val_auc:0.8681, train_pr:0.9854, val_pr:0.9771, train_specificity:0.5433, val_specificity:0.6112
epoch:89, train_loss:0.0522, val_loss:0.0624, train_F1:0.9524, val_F1:0.9443, train_prec:0.9291, val_prec:0.9192, train_recall:0.9769, val_recall:0.9708, train_auc:0.9131, val_auc:0.8696, train_pr:0.9860, val_pr:0.9776, train_specificity:0.5414, val_specificity:0.6198
epoch:90, train_loss:0.0526, val_loss:0.0630, train_F1:0.9521, val_F1:0.9425, train_prec:0.9296, val_prec:0.9180, train_recall:0.9758, val_recall:0.9684, train_auc:0.9121, val_auc:0.8680, train_pr:0.9857, val_pr:0.9777, train_specificity:0.5371, val_specificity:0.6285
epoch:91, train_loss:0.0525, val_loss:0.0627, train_F1:0.9521, val_F1:0.9437, train_prec:0.9292, val_prec:0.9174, train_recall:0.9762, val_recall:0.9715, train_auc:0.9121, val_auc:0.8695, train_pr:0.9858, val_pr:0.9774, train_specificity:0.5399, val_specificity:0.6355
epoch:92, train_loss:0.0523, val_loss:0.0633, train_F1:0.9526, val_F1:0.9430, train_prec:0.9293, val_prec:0.9196, train_recall:0.9770, val_recall:0.9675, train_auc:0.9123, val_auc:0.8690, train_pr:0.9857, val_pr:0.9779, train_specificity:0.5398, val_specificity:0.6145
